pid,b_name,title,size,og_price,new_price,sold_price,is_sold,old_date,new_date,%p_change,Link,uname,ship_cost,amt_sold,amt_feedback,amt_listings,desc,amt_likes,prf_link,feed_link,size_desc,loc,amt_pics
9637376,Nike,Nike Air Jordan 1 Chicago 1985 Og,11,NA,NA,$500,True,NA,Sold almost 2 years ,NA,/listings/9637376-nike-nike-air-jordan-1-chicago-1985-og,dad_husband,NA,(31),12 ,1 ,"This listing is for an original OG pair of 1985 Chicago Jordan 1’s in unbelievable condition. These shoes were purchased to be displayed, and were stored in a breathable container for the entirety of my owning them. As you can see from the photos, these shoes couldn’t be in better shape. There is little heel drag, the mid sole is completely intact with no chipping and the uppers are in great shape.
Still wearable, the foam inside the collars is stiffened but crumbled so it is still flexible. These have never been restored, these have not been touched up, these are in original condition from 1985, when they were first released. Shoes are a size 11 with size print perfectly intact, however, they fit more like a modern day 10-10.5.
These will be sent to you bubble wrapped and carefully secured so the shoes do not bounce around in the box. Tissue paper has been put on inside of shoe to protect shoe during shipping. Please keep in mind that only these shoes will ship, no original box. For this specific item I will not be accepting returns. Please request additional pictures if you’d like a closer look, I’d be happy to send them to you! Please only purchase with intent to pay and thank you for looking",5,https://www.grailed.com/dad_husband,https://www.grailed.com/dad_husband/feedback,Size: US 11 / EU 44,NA,10
9605779,Jordan Brand,2013 Jordan Chicago 1 Size 10,10,NA,NA,$250,True,NA,Sold almost 2 years ,NA,/listings/9605779-jordan-brand-2013-jordan-chicago-1-size-10,hyex,NA,(60),20 ,0 ,"First thing first: all my listing is 100% authentic and purchased from retailer, I’m selling my personal collection.
Just got all my shoe cleaned up and I believe you can find your steal from all the heat 🔥
2013 Jordan 1 Chicago size 10
Jordan 1 royal blue size 10
2013 Jordan 1 bred size 11
Yeezy 350 V2 og size 10.5
2017 Jordan 1 shadow size 9.5
You can send offer but lowballer and tourists will be automatically blocked
US only, no international shipping",1,https://www.grailed.com/hyex,https://www.grailed.com/hyex/feedback,Size: US 10 / EU 43,NA,9
9519263,Jordan Brand,1985 Jordan 1 Chicago,9.5,NA,NA,$575,True,NA,Sold almost 2 years ,NA,/listings/9519263-jordan-brand-1985-jordan-1-chicago,,NA,0,0,0,"Pretty good condition for its age. Usual flaws with 1985 pairs like paint cracks, yellowed sole, etc.",0,NA,NA,Size: US 9.5 / EU 42-43,NA,5
9525070,Jordan Brand × Nike,Nike Air Jordan 1 X Sb La To Chicago,10,NA,NA,$379,True,NA,Sold almost 2 years ,NA,/listings/9525070-jordan-brand-x-nike-nike-air-jordan-1-x-sb-la-to-chicago,redcometlarry,NA,(18),12 ,1 ,"Nike Sb Air Jordan 1 La to chicago.
NEW never worn. Will ship ASAP.
Dm for any questions or inquiries
Shop with Confidence!",2,https://www.grailed.com/redcometlarry,https://www.grailed.com/redcometlarry/feedback,Size: US 10 / EU 43,NA,3
8884206,Jordan Brand,"Air Jordan 1 ""chicago"" 1985",8.5,NA,NA,$780,True,NA,Sold almost 2 years ,NA,/listings/8884206-jordan-brand-air-jordan-1-chicago-1985,ilovewildhoes,NA,(9),2 ,2 ,"my Instagram is @alenxmo if u need any pictures!
The shoe that started it all! This shoe should be a staple in everyone’s collection! Finding a pair in this size for this price will be pretty hard!
Size 41 fits like 42
Insole is 27 cm long
Condition is great for the age
No flaws in my opinion
Comes with:
Replacement Jordan 1 box
Original Black laces
Replacement white laces
Original insoles",114,https://www.grailed.com/ilovewildhoes,https://www.grailed.com/ilovewildhoes/feedback,Size: US 8.5 / EU 41-42,NA,7
9299380,Jordan Brand,"Air Jordan 1, Off White Chicago 1, Stock X Authentic",10,NA,NA,$899,True,NA,Sold almost 2 years ,NA,/listings/9299380-jordan-brand-air-jordan-1-off-white-chicago-1-stock-x-authentic,lyndonmerleioe,NA,(1),1 ,0 ,"Item for Sale: Air Jordan 1, Off White Chicago 1, Stock X Authentic.
1. Condition: 100% Authentic, New with defects (worn 1x).
2. Size US 10
3. Shipping: Double Boxed
4. They went through StockX verification. Comes with tag (still attached) and stickers.
5. No cancellation or returns are accepted
Message me with any questions you may have. Thank you in advance.
Good luck .
Note: Don't trust the buyer's comments, the buyer has received his wallet and gave me a bad rating. My wallet is 100% authentic.Please rest assured that the seller will take this transaction seriously. The last transaction was because I have an accident at home, so I didn’t send the project in time, but I have already refunded the funds.Thank you, please.",12,https://www.grailed.com/lyndonmerleioe,https://www.grailed.com/lyndonmerleioe/feedback,Size: US 10 / EU 43,NA,5
9262484,Nike,Nike Tiempo ‘95 Mid “air Jordan” Chicago Cw,12.5,NA,NA,$95,True,NA,Sold almost 2 years ,NA,/listings/9262484-nike-nike-tiempo-95-mid-air-jordan-chicago-cw,thrillsome,NA,(21),1 ,1 ,"For sale:
Nike Tiempo ‘95 Mid “Air Jordan” in Chicago CW
Pre-Owned
Size: 12.5
100% Authentic
Features removable lace cover",20,https://www.grailed.com/thrillsome,https://www.grailed.com/thrillsome/feedback,Size: US 12.5 / EU 45-46,NA,5
9193690,Nike,Jordan 1 1985 Chicago Og,11.5,NA,NA,$658,True,NA,Sold almost 2 years ,NA,/listings/9193690-nike-jordan-1-1985-chicago-og,Sangan,NA,0,23 ,0 ,"1985s
The one that started it all. The original 1985 Jordan 1 in the Chicago colorway. Condition is used, but good for being 34 years old. Has some crumbling on the heel counter and collar, but the structural integrity is good. Size is 11.5, fits TTS. Wearable, but obviously wear with care and at your own risk. Message me with any questions. No box. Original laces and insoles included.",13,https://www.grailed.com/Sangan,https://www.grailed.com/Sangan/feedback,Size: US 11.5 / EU 44-45,NA,4
9176011,Jordan Brand × Nike,Air Jordan 1 Chicago 1994,7,NA,NA,$480,True,NA,Sold almost 2 years ,NA,/listings/9176011-jordan-brand-x-nike-air-jordan-1-chicago-1994,uallg3a,NA,(16),9 ,1 ,"Men’s Size 7 (Fits a bit big)
OG All
Immaculate condition! It’s very hard to come by a pair this clean with original box and retro card.
100% stars; Nike Air logo still intact on both insoles
The only flaw is minor sole separation, but that’s an easy fix. Still very wearable. Midsoles are very firm.
1000% authentic.
Please feel free to message me with any questions or concerns. Thanks in advance",10,https://www.grailed.com/uallg3a,https://www.grailed.com/uallg3a/feedback,Size: US 7 / EU 40,NA,12
8749502,Jordan Brand,1985 Og Nike Air Jordan Chicago 1 One I Bred Royal,9.5,NA,NA,$730,True,NA,Sold almost 2 years ,NA,/listings/8749502-jordan-brand-1985-og-nike-air-jordan-chicago-1-one-i-bred-royal,youngdobe,NA,(191),27 ,12 ,"BRAND: NIKE AIR JORDAN
SIZE: MENS US 9.5
NOTES: SHOES ARE IN GREAT CONDITION FOR ITS AGE. COME AS IS. HEEL LEATHER IN GREAT CONDITION BUT INSIDE HEEL FOAM IS CRUMBLING. HAS REPLACEMENT INSOLES. STUFFING REMOVED OFF TONGUE. VERY LIGHT TO NO HEEL DRAG. DOES NOT INCLUDE ORIGINAL BOX. 100% AUTHENTIC GUARANTEED.
ALL ITEMS COME FROM A SMOKE FREE, PET FREE ENVIRONMENT.
SHIPPED SECURELY IN PROPER BOX/BAG.
ALL ORDERS PLACED BEFORE 6AM PST SHIP SAME BUSINESS DAY.
ALL SALES ARE FINAL. NO REFUNDS OR EXCHANGES.
MESSAGE FOR ADDITIONAL INQUIRES OR PHOTOS.
NEVER MISS OUT AGAIN. FOLLOW NOW ON GRAILED AND INSTAGRAM: @CREAM.CLOSET
NEW PRODUCTS POSTED DAILY!",79,https://www.grailed.com/youngdobe,https://www.grailed.com/youngdobe/feedback,Size: US 9.5 / EU 42-43,NA,8
8815595,Jordan Brand × Nike,2013 Nike Air Jordan 1 Chicago 1985 Michael Jordan Size 6,6,NA,NA,$160,True,NA,Sold  2 years ,NA,/listings/8815595-jordan-brand-x-nike-2013-nike-air-jordan-1-chicago-1985-michael-jordan-size-6,architectarchive,NA,(80),45 ,0 ,"This listing is for a pair of 100% authentic 2013 Nike Air Jordan 1 Chicago 1985 Michael Jordan Basketball Sneaker Size 6
Original all (original box/laces)
This item has been worn moderately and is in great condition, any/all flaws are pictured
Priced below stockx, grailed, and goat sale price averages
All items are shipped via USPS
Any questions, send me a message
Also, feel free to look into my other listings, you might find something you like",7,https://www.grailed.com/architectarchive,https://www.grailed.com/architectarchive/feedback,Size: US 6 / EU 39,NA,6
8701893,Nike,No More Drops! 1985 Og Chicago Air Jordan 1’s,10,NA,NA,$400,True,NA,Sold  2 years ,NA,/listings/8701893-nike-no-more-drops-1985-og-chicago-air-jordan-1-s,revisions,NA,(155),76 ,0 ,"Don’t mind keeping since their a true staple piece
Fits tts
Worn once
Very wearable condition
The flaws are obvious due to their old age
I believe the previous had the soles glued not sure what kind but I haven’t dealt with any sole separation
Will not accept anything under $680
Offers accepted if serious
US ONLY
NO TRADES RETURNS NOR REFUNDS",20,https://www.grailed.com/revisions,https://www.grailed.com/revisions/feedback,Size: US 10 / EU 43,NA,9
8393789,Jordan Brand,1995 Jordan 1 Chicago,11.5,NA,NA,$225,True,NA,Sold  2 years ,NA,/listings/8393789-jordan-brand-1995-jordan-1-chicago,jack_16,NA,(74),23 ,1 ,Up for sale is a pair of 1995 Jordan Chicago’s. They are in good condition for a 24 year old shoe. They have a replacement insole. Please refer to pictures and feel free to ask questions.,3,https://www.grailed.com/jack_16,https://www.grailed.com/jack_16/feedback,Size: US 11.5 / EU 44-45,NA,7
8356007,Jordan Brand,Air Jordan 1 Chicago 1985,8.5,NA,NA,$260,True,NA,Sold  2 years ,NA,/listings/8356007-jordan-brand-air-jordan-1-chicago-1985,megiatron,NA,(53),40 ,0 ,"Original Air Jordan Chicago’s from 1985
Size mens US 8.5
No og box or laces
Judge condition based on pictures
Keep in mind that these are over 30 years old so they do have an odor due to age",2,https://www.grailed.com/megiatron,https://www.grailed.com/megiatron/feedback,Size: US 8.5 / EU 41-42,NA,7
8266212,Nike,Air Jordan 1 Off White Chicago Stockx,10,NA,NA,$690,True,NA,Sold  2 years ,NA,/listings/8266212-nike-air-jordan-1-off-white-chicago-stockx,quincyregsi,NA,(1),0,0 ,"Off-white x Nike Air Jordan 1 Chicago Retro High OG
100% genuine, new packaging
Brand new dead stock.
100% real stock x has been verified.
United States size 10
If you have any questions, please let me know, thank you in advance.",20,https://www.grailed.com/quincyregsi,https://www.grailed.com/quincyregsi,Size: US 10 / EU 43,NA,8
8351586,Jordan Brand × Nike,Air Jordan 1 Chicago 1985 Size 7.5,7.5,NA,NA,$250,True,NA,Sold  2 years ,NA,/listings/8351586-jordan-brand-x-nike-air-jordan-1-chicago-1985-size-7-5,SoupNazi,NA,(560),272 ,51 ,"Worn ( pictures shown)
No box
General aging and UN glueing",1,https://www.grailed.com/SoupNazi,https://www.grailed.com/SoupNazi/feedback,Size: US 7.5 / EU 40-41,NA,10
